Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day charge,Total eve minutes,Total eve charge,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
54.0,1.0,0.0,0.0,190.5,32.39,259.7,22.07,141.5,111.0,9.7,2.0,2
80.0,1.0,1.0,15.0,159.3,27.08,170.6,14.5,141.2,82.0,11.9,5.0,1
118.0,1.0,1.0,39.0,153.8,26.15,123.3,10.48,117.8,103.0,9.2,6.0,1
42.0,1.0,0.0,0.0,180.7,30.72,174.6,14.84,165.3,114.0,12.0,6.0,2
134.0,0.0,0.0,0.0,202.7,34.46,224.9,19.12,253.9,108.0,12.1,7.0,0
66.0,0.0,1.0,35.0,190.8,32.44,261.3,22.21,209.5,108.0,8.9,6.0,0
66.0,0.0,0.0,0.0,205.1,34.87,232.7,19.78,259.9,95.0,9.2,6.0,2
127.0,0.0,1.0,28.0,235.6,40.05,236.8,20.13,241.2,127.0,7.7,2.0,1
146.0,0.0,0.0,0.0,189.3,32.18,155.9,13.25,186.0,83.0,7.4,3.0,0
93.0,0.0,1.0,42.0,166.9,28.37,273.2,23.22,171.0,106.0,11.5,1.0,1
77.0,0.0,0.0,0.0,245.2,41.68,254.1,21.6,239.4,91.0,7.5,4.0,0
111.0,0.0,0.0,0.0,132.6,22.54,221.1,18.79,127.9,101.0,12.7,2.0,4
115.0,0.0,1.0,14.0,192.3,32.69,88.7,7.54,229.4,120.0,10.5,3.0,2
115.0,1.0,0.0,0.0,122.0,20.74,220.2,18.72,179.7,124.0,10.8,2.0,2
114.0,0.0,0.0,0.0,193.0,32.81,250.0,21.25,133.3,79.0,9.6,2.0,2
106.0,0.0,0.0,0.0,158.6,26.96,220.0,18.7,252.9,106.0,9.1,3.0,0
59.0,0.0,0.0,0.0,153.6,26.11,205.5,17.47,114.5,89.0,12.5,10.0,1
87.0,1.0,1.0,40.0,221.6,37.67,157.1,13.35,222.4,124.0,11.5,3.0,1
21.0,0.0,0.0,0.0,244.7,41.6,168.0,14.28,281.5,87.0,6.6,1.0,1
142.0,0.0,1.0,24.0,239.8,40.77,285.9,24.3,256.7,106.0,9.5,4.0,0
149.0,0.0,0.0,0.0,242.5,41.23,245.4,20.86,219.6,80.0,10.0,3.0,3
54.0,0.0,1.0,39.0,117.6,19.99,159.2,13.53,236.4,113.0,11.3,10.0,2
88.0,0.0,0.0,0.0,218.2,37.09,169.3,14.39,141.1,99.0,8.0,1.0,1
85.0,0.0,1.0,29.0,144.6,24.58,140.0,11.9,165.4,148.0,10.9,3.0,1
51.0,1.0,0.0,0.0,153.6,26.11,232.9,19.8,214.2,92.0,14.1,4.0,0
45.0,0.0,1.0,29.0,135.8,23.09,222.5,18.91,235.6,92.0,7.9,6.0,2
146.0,0.0,1.0,31.0,202.5,34.43,241.4,20.52,169.6,77.0,7.8,2.0,1
63.0,0.0,1.0,34.0,152.2,25.87,227.1,19.3,195.7,103.0,12.3,5.0,1
72.0,0.0,0.0,0.0,138.9,23.61,211.6,17.99,179.5,91.0,10.8,3.0,1
130.0,0.0,0.0,0.0,127.0,21.59,206.9,17.59,231.7,99.0,6.1,6.0,0
97.0,0.0,0.0,0.0,168.6,28.66,259.2,22.03,279.8,123.0,7.3,4.0,1
54.0,0.0,0.0,0.0,286.6,48.72,223.2,18.97,203.7,107.0,11.5,5.0,1
160.0,0.0,1.0,29.0,164.6,27.98,262.8,22.34,123.8,131.0,15.2,4.0,1
79.0,0.0,0.0,0.0,144.0,24.48,135.8,11.54,212.4,129.0,13.0,4.0,1
92.0,0.0,1.0,47.0,141.6,24.07,207.9,17.67,203.6,95.0,10.2,11.0,0
59.0,0.0,0.0,0.0,204.3,34.73,247.3,21.02,214.7,94.0,12.0,4.0,1
132.0,0.0,0.0,0.0,163.2,27.74,167.6,14.25,87.5,90.0,6.2,10.0,1
93.0,0.0,0.0,0.0,176.1,29.94,199.7,16.97,263.9,96.0,8.5,6.0,2
147.0,0.0,1.0,36.0,254.2,43.21,228.1,19.39,98.0,125.0,13.8,7.0,5
101.0,0.0,0.0,0.0,174.9,29.73,262.0,22.27,210.0,93.0,8.5,5.0,1
125.0,1.0,0.0,0.0,187.3,31.84,160.7,13.66,263.8,112.0,9.6,2.0,0
63.0,0.0,0.0,0.0,211.8,36.01,230.9,19.63,217.1,99.0,10.7,9.0,3
107.0,0.0,0.0,0.0,241.9,41.12,126.9,10.79,185.6,92.0,11.7,6.0,0
117.0,0.0,0.0,0.0,161.6,27.47,196.3,16.69,294.8,111.0,13.8,2.0,1
124.0,0.0,0.0,0.0,194.0,32.98,241.0,20.49,227.5,153.0,11.9,5.0,0
115.0,0.0,0.0,0.0,109.7,18.65,223.8,19.02,240.3,96.0,15.4,8.0,3
156.0,1.0,0.0,0.0,277.0,47.09,238.3,20.26,94.4,96.0,8.3,3.0,1
89.0,0.0,0.0,0.0,192.1,32.66,163.6,13.91,169.7,138.0,6.1,3.0,0
72.0,0.0,0.0,0.0,198.4,33.73,216.9,18.44,112.8,125.0,13.1,4.0,0
53.0,0.0,0.0,0.0,184.8,31.42,216.4,18.39,141.1,116.0,18.4,3.0,2
116.0,0.0,0.0,0.0,167.8,28.53,142.0,12.07,190.7,128.0,7.3,4.0,2
78.0,0.0,0.0,0.0,139.2,23.66,191.4,16.27,286.5,125.0,11.8,3.0,3
56.0,0.0,0.0,0.0,121.6,20.67,165.3,14.05,243.9,95.0,8.9,2.0,1
123.0,0.0,1.0,39.0,270.4,45.97,245.1,20.83,108.9,113.0,15.4,7.0,1
116.0,0.0,1.0,23.0,253.0,43.01,138.9,11.81,277.8,104.0,11.8,3.0,2
102.0,0.0,0.0,0.0,200.6,34.1,152.5,12.96,199.4,128.0,7.7,2.0,3
95.0,0.0,0.0,0.0,167.6,28.49,176.0,14.96,250.9,113.0,13.4,6.0,2
102.0,0.0,0.0,0.0,156.5,26.61,204.3,17.37,141.9,72.0,9.9,2.0,2
89.0,0.0,1.0,25.0,215.1,36.57,197.4,16.78,162.1,117.0,10.6,10.0,1
50.0,0.0,0.0,0.0,301.7,51.29,167.1,14.2,72.2,89.0,10.5,6.0,1
93.0,0.0,1.0,42.0,152.3,25.89,267.5,22.74,266.9,130.0,11.3,5.0,7
68.0,0.0,0.0,0.0,195.4,33.22,212.1,18.03,138.4,134.0,15.1,11.0,1
70.0,0.0,0.0,0.0,208.7,35.48,275.5,23.42,182.5,122.0,8.0,3.0,2
138.0,0.0,1.0,29.0,190.1,32.32,223.2,18.97,256.2,130.0,14.2,6.0,0
112.0,0.0,1.0,17.0,183.2,31.14,252.8,21.49,156.7,95.0,9.7,3.0,0
117.0,1.0,0.0,0.0,54.2,9.21,303.2,25.77,171.8,84.0,8.6,2.0,1
1.0,0.0,1.0,26.0,208.0,35.36,185.0,15.73,177.7,144.0,8.1,9.0,1
70.0,0.0,0.0,0.0,230.3,39.15,77.9,6.62,247.1,105.0,13.2,4.0,1
52.0,0.0,1.0,21.0,195.7,33.27,106.2,9.03,157.4,94.0,5.3,3.0,2
105.0,0.0,0.0,0.0,166.1,28.24,175.9,14.95,243.5,55.0,16.2,3.0,2
77.0,0.0,1.0,28.0,135.9,23.1,244.5,20.78,207.5,74.0,11.5,3.0,4
80.0,1.0,0.0,0.0,189.1,32.15,223.2,18.97,269.0,116.0,13.9,3.0,2
120.0,0.0,1.0,43.0,177.9,30.24,175.1,14.88,161.3,117.0,11.5,4.0,1
54.0,0.0,1.0,39.0,143.9,24.46,210.3,17.88,129.2,117.0,12.5,8.0,2
148.0,1.0,0.0,0.0,148.2,25.19,159.6,13.57,197.4,62.0,8.6,3.0,2
119.0,0.0,0.0,0.0,287.1,48.81,159.3,13.54,216.8,86.0,13.9,1.0,2
85.0,0.0,0.0,0.0,165.8,28.19,190.0,16.15,144.0,116.0,10.9,3.0,5
101.0,0.0,1.0,25.0,144.1,24.5,167.6,14.25,240.0,107.0,14.5,3.0,1
172.0,0.0,0.0,0.0,172.5,29.33,253.1,21.51,221.6,113.0,5.9,6.0,0
80.0,0.0,0.0,0.0,199.8,33.97,167.1,14.2,271.8,94.0,5.5,4.0,1
67.0,0.0,0.0,0.0,109.1,18.55,142.3,12.1,91.2,86.0,10.9,5.0,2
86.0,0.0,0.0,0.0,171.8,29.21,301.7,25.64,139.4,108.0,9.7,5.0,1
107.0,0.0,0.0,0.0,222.3,37.79,286.0,24.31,249.4,117.0,12.1,4.0,1
133.0,0.0,0.0,0.0,245.8,41.79,264.7,22.5,111.7,103.0,11.2,7.0,0
116.0,0.0,0.0,0.0,164.6,27.98,270.6,23.0,230.4,109.0,8.0,3.0,0
63.0,0.0,0.0,0.0,211.7,35.99,271.7,23.09,203.3,108.0,7.4,7.0,0
119.0,1.0,1.0,16.0,147.2,25.02,160.1,13.61,184.0,120.0,7.7,2.0,0
133.0,1.0,0.0,0.0,254.7,43.3,252.2,21.44,178.1,103.0,8.0,3.0,0
94.0,1.0,0.0,0.0,170.1,28.92,271.8,23.1,110.7,78.0,8.7,4.0,1
69.0,0.0,0.0,0.0,195.1,33.17,261.5,22.23,203.8,90.0,11.4,5.0,0
146.0,0.0,0.0,0.0,149.3,25.38,187.1,15.9,149.8,100.0,7.9,4.0,7
142.0,1.0,1.0,25.0,191.1,32.49,149.6,12.72,227.8,60.0,9.8,3.0,0
123.0,0.0,0.0,0.0,206.9,35.17,224.4,19.07,197.4,60.0,8.3,2.0,3
101.0,0.0,0.0,0.0,239.0,40.63,273.0,23.21,278.2,93.0,13.5,8.0,1
43.0,0.0,0.0,0.0,179.3,30.48,252.7,21.48,227.5,114.0,8.0,5.0,0
69.0,0.0,0.0,0.0,185.3,31.5,219.1,18.62,243.6,107.0,5.5,5.0,0
15.0,1.0,0.0,0.0,141.4,24.04,123.9,10.53,323.5,88.0,8.1,3.0,2
67.0,0.0,0.0,0.0,152.5,25.93,252.4,21.45,185.4,104.0,4.9,3.0,2
99.0,0.0,0.0,0.0,145.6,24.75,230.9,19.63,181.5,86.0,11.4,7.0,1
46.0,0.0,0.0,0.0,164.2,27.91,196.2,16.68,236.1,119.0,8.1,1.0,1
55.0,1.0,0.0,0.0,221.0,37.57,165.4,14.06,235.4,117.0,9.7,4.0,1
39.0,0.0,0.0,0.0,295.4,50.22,232.1,19.73,204.4,123.0,11.5,2.0,1
92.0,0.0,0.0,0.0,139.8,23.77,174.9,14.87,201.6,135.0,9.4,7.0,2
56.0,0.0,0.0,0.0,162.3,27.59,149.1,12.67,255.5,115.0,14.8,1.0,4
76.0,0.0,0.0,0.0,272.7,46.36,236.4,20.09,235.5,105.0,7.7,2.0,0
132.0,1.0,1.0,33.0,200.3,34.05,226.6,19.26,198.8,91.0,12.9,3.0,2
51.0,1.0,1.0,12.0,135.8,23.09,200.6,17.05,192.4,98.0,12.3,7.0,2
27.0,0.0,0.0,0.0,236.7,40.24,231.9,19.71,164.7,85.0,12.7,6.0,1
224.0,0.0,0.0,0.0,111.4,18.94,175.0,14.88,217.2,106.0,5.5,6.0,3
105.0,1.0,1.0,28.0,156.1,26.54,107.1,9.1,167.7,95.0,14.7,3.0,0
117.0,0.0,0.0,0.0,191.1,32.49,282.8,24.04,84.8,118.0,12.0,4.0,2
146.0,0.0,0.0,0.0,205.4,34.92,134.9,11.47,310.5,83.0,10.3,2.0,3
147.0,1.0,0.0,0.0,225.2,38.28,184.9,15.72,143.2,146.0,9.9,1.0,0
68.0,0.0,0.0,0.0,249.9,42.48,254.5,21.63,273.2,98.0,8.9,6.0,2
68.0,0.0,0.0,0.0,131.6,22.37,137.0,11.65,256.3,107.0,10.2,5.0,3
159.0,0.0,0.0,0.0,275.8,46.89,189.5,16.11,223.9,93.0,7.4,5.0,2
134.0,0.0,1.0,40.0,142.9,24.29,88.6,7.53,290.0,96.0,10.8,6.0,1
113.0,0.0,0.0,0.0,207.2,35.22,256.0,21.76,211.0,87.0,9.9,1.0,1
132.0,0.0,0.0,0.0,206.2,35.05,211.2,17.95,196.2,122.0,10.2,6.0,1
93.0,1.0,1.0,38.0,225.7,38.37,119.6,10.17,193.2,125.0,14.0,7.0,1
174.0,0.0,1.0,33.0,167.8,28.53,205.3,17.45,130.0,132.0,14.5,4.0,4
61.0,0.0,0.0,0.0,197.7,33.61,152.2,12.94,221.0,93.0,7.0,3.0,2
91.0,0.0,1.0,39.0,169.8,28.87,65.2,5.54,144.4,92.0,10.9,4.0,1
88.0,0.0,1.0,28.0,190.6,32.4,237.3,20.17,211.6,116.0,9.8,1.0,2
88.0,0.0,1.0,45.0,80.3,13.65,153.3,13.03,309.2,123.0,12.8,3.0,2
182.0,0.0,0.0,0.0,69.1,11.75,230.3,19.58,256.7,96.0,6.5,4.0,0
118.0,0.0,0.0,0.0,188.8,32.1,217.4,18.48,220.1,100.0,8.2,7.0,4
103.0,0.0,0.0,0.0,150.6,25.6,169.1,14.37,221.2,104.0,10.4,8.0,8
65.0,0.0,0.0,0.0,192.0,32.64,139.5,11.86,187.4,102.0,5.5,4.0,2
61.0,0.0,1.0,25.0,163.7,27.83,113.2,9.62,134.1,118.0,9.9,3.0,3
172.0,0.0,0.0,0.0,211.7,35.99,198.7,16.89,301.7,136.0,6.5,9.0,1
72.0,0.0,0.0,0.0,175.5,29.84,132.3,11.25,242.9,96.0,11.8,3.0,1
113.0,0.0,0.0,0.0,150.1,25.52,200.1,17.01,266.7,105.0,11.0,3.0,2
67.0,0.0,0.0,0.0,215.5,36.64,190.7,16.21,214.5,106.0,8.6,6.0,1
136.0,0.0,0.0,0.0,101.7,17.29,202.8,17.24,136.2,119.0,9.4,6.0,3
71.0,0.0,0.0,0.0,258.4,43.93,126.8,10.78,182.4,87.0,9.7,8.0,4
134.0,0.0,0.0,0.0,242.4,41.21,152.9,13.0,318.3,115.0,11.8,6.0,1
84.0,0.0,0.0,0.0,190.2,32.33,197.7,16.8,247.5,102.0,9.8,6.0,2
39.0,0.0,0.0,0.0,154.1,26.2,204.2,17.36,196.2,92.0,9.8,4.0,2
110.0,0.0,0.0,0.0,188.0,31.96,90.5,7.69,150.3,64.0,15.3,3.0,3
102.0,0.0,0.0,0.0,103.1,17.53,275.0,23.38,141.1,92.0,11.2,5.0,1
70.0,0.0,0.0,0.0,175.4,29.82,159.5,13.56,260.6,96.0,11.6,4.0,0
142.0,0.0,0.0,0.0,145.4,24.72,209.1,17.77,214.0,96.0,10.9,1.0,1
17.0,0.0,0.0,0.0,161.5,27.46,214.2,18.21,315.0,106.0,8.6,5.0,1
119.0,0.0,0.0,0.0,260.1,44.22,256.5,21.8,229.1,89.0,10.0,2.0,1
108.0,1.0,1.0,42.0,130.1,22.12,167.0,14.2,244.7,80.0,13.6,5.0,3
90.0,0.0,0.0,0.0,102.0,17.34,113.3,9.63,188.6,105.0,11.4,3.0,2
100.0,0.0,1.0,33.0,218.7,37.18,155.0,13.18,99.0,117.0,12.1,4.0,1
155.0,0.0,1.0,30.0,128.5,21.85,188.4,16.01,254.4,85.0,6.8,6.0,1
113.0,0.0,0.0,0.0,128.7,21.88,227.1,19.3,178.1,135.0,9.2,4.0,2
123.0,0.0,0.0,0.0,172.2,29.27,162.6,13.82,250.3,101.0,8.7,4.0,1
145.0,0.0,0.0,0.0,199.2,33.86,126.0,10.71,289.2,135.0,7.6,3.0,1
42.0,0.0,0.0,0.0,184.5,31.37,200.5,17.04,279.2,91.0,8.8,3.0,2
125.0,0.0,0.0,0.0,168.6,28.66,175.6,14.93,243.3,92.0,10.9,7.0,0
131.0,0.0,1.0,30.0,174.0,29.58,205.3,17.45,218.2,90.0,6.7,3.0,1
107.0,0.0,0.0,0.0,230.4,39.17,257.4,21.88,107.3,88.0,8.5,3.0,1
48.0,0.0,0.0,0.0,198.2,33.69,202.8,17.24,146.4,73.0,5.1,5.0,1
76.0,0.0,0.0,0.0,186.1,31.64,211.6,17.99,230.6,100.0,8.0,4.0,0
128.0,0.0,0.0,0.0,148.5,25.25,243.0,20.66,255.2,114.0,6.8,2.0,1
73.0,0.0,0.0,0.0,157.1,26.71,268.8,22.85,181.5,91.0,10.0,8.0,0
52.0,0.0,0.0,0.0,155.0,26.35,133.4,11.34,176.1,84.0,7.0,4.0,4
124.0,0.0,0.0,0.0,188.5,32.05,182.0,15.47,218.2,127.0,6.1,6.0,1
137.0,0.0,0.0,0.0,208.8,35.5,225.3,19.15,221.6,130.0,11.1,5.0,0
107.0,0.0,1.0,30.0,198.9,33.81,207.0,17.6,159.8,76.0,12.6,4.0,3
147.0,0.0,0.0,0.0,212.8,36.18,204.1,17.35,156.2,113.0,10.2,2.0,1
116.0,0.0,0.0,0.0,137.4,23.36,120.0,10.2,130.3,64.0,12.4,2.0,3
60.0,0.0,1.0,31.0,191.8,32.61,267.8,22.76,200.5,62.0,12.8,3.0,2
38.0,0.0,0.0,0.0,149.0,25.33,49.2,4.18,163.3,93.0,13.9,11.0,0
63.0,0.0,0.0,0.0,117.1,19.91,249.6,21.22,162.2,84.0,11.1,4.0,3
94.0,0.0,0.0,0.0,108.0,18.36,241.9,20.56,252.1,92.0,10.4,3.0,3
131.0,0.0,0.0,0.0,112.8,19.18,199.4,16.95,142.7,105.0,10.1,5.0,0
158.0,0.0,0.0,0.0,175.9,29.9,188.3,16.01,188.3,98.0,11.0,6.0,1
139.0,0.0,0.0,0.0,236.6,40.22,169.9,14.44,212.3,118.0,11.1,2.0,1
140.0,0.0,0.0,0.0,129.6,22.03,246.2,20.93,172.1,124.0,9.4,10.0,3
52.0,0.0,1.0,20.0,133.3,22.66,184.1,15.65,272.9,107.0,13.5,2.0,1
103.0,0.0,0.0,0.0,167.8,28.53,212.9,18.1,208.2,73.0,13.0,3.0,5
85.0,0.0,1.0,21.0,283.2,48.14,239.7,20.37,149.5,80.0,6.3,1.0,5
71.0,0.0,0.0,0.0,141.2,24.0,149.1,12.67,171.4,72.0,7.0,2.0,2
177.0,0.0,1.0,27.0,230.2,39.13,196.1,16.67,215.4,108.0,10.4,2.0,1
49.0,1.0,0.0,0.0,237.8,40.43,208.9,17.76,167.8,86.0,15.6,6.0,2
106.0,1.0,0.0,0.0,204.0,34.68,168.5,14.32,164.0,102.0,13.3,3.0,3
60.0,0.0,0.0,0.0,221.1,37.59,178.6,15.18,202.7,90.0,7.4,3.0,1
43.0,0.0,0.0,0.0,177.2,30.12,142.6,12.12,314.1,144.0,12.7,2.0,4
125.0,0.0,0.0,0.0,163.8,27.85,255.6,21.73,192.9,95.0,15.7,4.0,0
114.0,0.0,1.0,4.0,141.3,24.02,230.4,19.58,223.7,85.0,9.4,3.0,3
112.0,0.0,0.0,0.0,272.5,46.33,226.1,19.22,159.1,94.0,16.4,5.0,3
101.0,0.0,1.0,16.0,118.9,20.21,228.3,19.41,180.1,111.0,8.2,5.0,2
70.0,0.0,0.0,0.0,7.9,1.34,136.4,11.59,156.6,89.0,12.1,1.0,0
59.0,0.0,0.0,0.0,159.5,27.12,167.2,14.21,138.6,106.0,10.2,4.0,0
59.0,0.0,0.0,0.0,150.2,25.53,185.7,15.78,212.5,128.0,12.1,2.0,1
99.0,0.0,0.0,0.0,140.7,23.92,210.9,17.93,229.9,125.0,12.4,4.0,2
150.0,0.0,0.0,0.0,169.2,28.76,216.8,18.43,179.4,107.0,12.6,3.0,1
81.0,0.0,0.0,0.0,220.8,37.54,148.5,12.62,183.9,100.0,7.6,3.0,2
86.0,0.0,0.0,0.0,216.3,36.77,266.3,22.64,214.0,110.0,4.5,3.0,0
84.0,0.0,0.0,0.0,169.5,28.82,157.6,13.4,98.2,70.0,10.6,7.0,0
118.0,0.0,1.0,35.0,256.3,43.57,258.1,21.94,215.5,130.0,11.7,1.0,1
89.0,0.0,0.0,0.0,179.7,30.55,299.8,25.48,185.3,120.0,7.6,3.0,1
93.0,0.0,0.0,0.0,266.0,45.22,130.1,11.06,165.8,63.0,13.1,6.0,3
85.0,0.0,0.0,0.0,96.7,16.44,193.8,16.47,171.7,88.0,9.7,3.0,2
160.0,0.0,0.0,0.0,82.7,14.06,194.6,16.54,159.0,54.0,10.9,9.0,0
28.0,0.0,0.0,0.0,168.2,28.59,161.7,13.74,192.4,112.0,10.1,3.0,3
73.0,0.0,0.0,0.0,286.4,48.69,178.2,15.15,214.2,152.0,10.7,14.0,1
156.0,0.0,0.0,0.0,174.3,29.63,186.6,15.86,258.2,105.0,12.9,5.0,3
33.0,1.0,0.0,0.0,190.6,32.4,161.7,13.74,189.9,136.0,13.0,6.0,1
77.0,0.0,0.0,0.0,175.5,29.84,205.1,17.43,245.2,100.0,17.8,3.0,4
119.0,0.0,0.0,0.0,133.4,22.68,204.6,17.39,196.9,103.0,11.1,7.0,1
91.0,0.0,1.0,27.0,204.6,34.78,136.0,11.56,210.5,82.0,6.6,2.0,3
102.0,0.0,0.0,0.0,242.2,41.17,233.2,19.82,188.5,121.0,6.2,6.0,3
86.0,0.0,1.0,33.0,253.1,43.03,210.1,17.86,95.0,98.0,11.9,4.0,3
82.0,0.0,0.0,0.0,130.0,22.1,185.3,15.75,178.7,105.0,8.3,4.0,0
89.0,0.0,0.0,0.0,105.9,18.0,189.6,16.12,170.9,67.0,12.7,7.0,0
86.0,0.0,0.0,0.0,194.2,33.01,193.8,16.47,192.0,123.0,9.3,7.0,3
92.0,0.0,0.0,0.0,196.5,33.41,190.0,16.15,163.2,99.0,10.8,2.0,2
87.0,0.0,0.0,0.0,184.5,31.37,172.0,14.62,183.4,96.0,13.7,3.0,3
64.0,0.0,0.0,0.0,261.9,44.52,148.1,12.59,145.2,74.0,13.8,4.0,0
80.0,0.0,0.0,0.0,202.4,34.41,260.2,22.12,177.4,112.0,9.2,5.0,3
165.0,0.0,1.0,39.0,167.4,28.46,172.7,14.68,192.6,113.0,9.5,4.0,3
153.0,0.0,1.0,22.0,167.7,28.51,246.8,20.98,203.9,117.0,7.5,11.0,1
108.0,0.0,0.0,0.0,240.2,40.83,230.3,19.58,217.0,83.0,5.2,1.0,2
104.0,0.0,1.0,26.0,189.1,32.15,178.2,15.15,199.3,104.0,11.1,4.0,1
115.0,0.0,0.0,0.0,127.7,21.71,182.9,15.55,172.9,92.0,10.6,7.0,1
87.0,0.0,0.0,0.0,205.2,34.88,99.5,8.46,189.5,75.0,13.4,3.0,1
119.0,0.0,0.0,0.0,154.5,26.27,193.6,16.46,180.9,145.0,13.4,3.0,2
69.0,0.0,0.0,0.0,153.7,26.13,194.0,16.49,256.1,114.0,14.1,6.0,1
93.0,0.0,0.0,0.0,328.1,55.78,151.7,12.89,303.5,114.0,8.7,3.0,1
154.0,1.0,0.0,0.0,145.9,24.8,208.2,17.7,180.9,106.0,14.4,10.0,0
57.0,0.0,1.0,37.0,201.2,34.2,280.1,23.81,154.2,110.0,11.8,1.0,1
130.0,0.0,0.0,0.0,139.1,23.65,246.0,20.91,207.2,121.0,11.4,9.0,5
151.0,0.0,0.0,0.0,118.9,20.21,278.3,23.66,194.8,61.0,13.2,10.0,2
162.0,0.0,0.0,0.0,217.6,36.99,279.0,23.72,250.7,65.0,10.4,4.0,2
60.0,0.0,0.0,0.0,145.0,24.65,209.1,17.77,328.5,112.0,14.6,2.0,1
81.0,0.0,0.0,0.0,203.5,34.6,289.6,24.62,212.9,71.0,8.7,3.0,3
136.0,0.0,0.0,0.0,269.8,45.87,228.8,19.45,257.5,106.0,10.1,8.0,1
121.0,0.0,1.0,21.0,126.3,21.47,209.6,17.82,192.5,129.0,10.6,2.0,1
105.0,0.0,1.0,15.0,88.1,14.98,175.9,14.95,269.9,85.0,9.7,1.0,2
105.0,0.0,1.0,34.0,218.5,37.15,196.7,16.72,151.1,103.0,9.9,4.0,2
51.0,0.0,1.0,26.0,236.8,40.26,263.4,22.39,181.1,91.0,11.2,8.0,1
64.0,0.0,0.0,0.0,124.1,21.1,192.8,16.39,162.9,84.0,6.4,5.0,3
80.0,1.0,1.0,30.0,184.2,31.31,167.5,14.24,212.8,114.0,10.0,10.0,0
56.0,0.0,0.0,0.0,222.7,37.86,277.0,23.55,101.8,94.0,13.6,4.0,4
120.0,0.0,0.0,0.0,149.2,25.36,193.6,16.46,248.9,119.0,11.1,5.0,1
103.0,0.0,0.0,0.0,206.5,35.11,180.2,15.32,220.6,95.0,12.2,4.0,3
164.0,0.0,1.0,27.0,159.7,27.15,168.8,14.35,244.1,127.0,9.6,9.0,3
116.0,0.0,1.0,27.0,204.7,34.8,209.4,17.8,212.9,67.0,7.0,2.0,2
121.0,0.0,0.0,0.0,213.2,36.24,120.7,10.26,244.4,102.0,7.5,4.0,1
183.0,0.0,0.0,0.0,116.7,19.84,213.8,18.17,214.3,112.0,9.7,6.0,2
104.0,0.0,0.0,0.0,263.4,44.78,235.5,20.02,102.0,146.0,13.0,4.0,0
90.0,0.0,0.0,0.0,140.2,23.83,213.9,18.18,120.0,126.0,7.1,2.0,1
82.0,0.0,0.0,0.0,197.7,33.61,127.6,10.85,142.1,103.0,13.5,3.0,1
9.0,0.0,1.0,16.0,88.5,15.05,178.8,15.2,228.7,96.0,11.5,3.0,2
97.0,0.0,0.0,0.0,215.3,36.6,242.4,20.6,279.8,105.0,12.1,9.0,0
127.0,0.0,1.0,25.0,203.8,34.65,267.1,22.7,225.1,105.0,7.3,5.0,0
125.0,0.0,1.0,34.0,268.4,45.63,222.2,18.89,117.6,102.0,10.3,3.0,0
140.0,0.0,0.0,0.0,159.1,27.05,269.8,22.93,220.4,116.0,10.3,4.0,1
90.0,0.0,0.0,0.0,114.4,19.45,127.7,10.85,253.1,109.0,10.1,5.0,2
67.0,0.0,0.0,0.0,138.9,23.61,208.9,17.76,232.4,82.0,9.2,3.0,2
113.0,0.0,0.0,0.0,186.0,31.62,237.4,20.18,148.1,83.0,12.2,6.0,1
121.0,0.0,1.0,26.0,170.4,28.97,254.5,21.63,219.6,122.0,15.1,5.0,0
93.0,0.0,0.0,0.0,164.5,27.97,230.9,19.63,149.9,91.0,9.9,3.0,4
121.0,0.0,0.0,0.0,168.6,28.66,168.6,14.33,95.3,59.0,12.3,4.0,1
53.0,0.0,0.0,0.0,261.2,44.4,250.8,21.32,176.0,112.0,9.8,2.0,0
75.0,0.0,0.0,0.0,190.5,32.39,178.4,15.16,162.4,113.0,13.1,5.0,1
132.0,0.0,0.0,0.0,181.1,30.79,314.4,26.72,246.7,81.0,4.2,9.0,2
162.0,0.0,0.0,0.0,177.1,30.11,114.7,9.75,153.6,88.0,6.5,6.0,3
140.0,0.0,0.0,0.0,160.5,27.29,240.5,20.44,233.5,121.0,11.3,4.0,1
91.0,0.0,0.0,0.0,134.7,22.9,295.3,25.1,195.5,121.0,6.6,5.0,2
73.0,0.0,1.0,28.0,198.2,33.69,139.1,11.82,199.1,139.0,8.8,1.0,2
95.0,1.0,0.0,0.0,228.9,38.91,255.7,21.73,208.0,120.0,10.1,2.0,4
145.0,0.0,0.0,0.0,241.7,41.09,135.8,11.54,277.6,123.0,13.1,3.0,0
100.0,0.0,0.0,0.0,131.1,22.29,176.2,14.98,89.7,81.0,4.3,4.0,1
122.0,0.0,0.0,0.0,234.1,39.8,200.2,17.02,237.4,89.0,13.1,9.0,2
109.0,0.0,0.0,0.0,200.1,34.02,300.9,25.58,236.0,68.0,11.9,5.0,0
82.0,0.0,0.0,0.0,154.0,26.18,94.4,8.02,287.6,95.0,10.1,7.0,1
65.0,0.0,1.0,23.0,224.2,38.11,189.6,16.12,222.8,75.0,9.8,4.0,0
52.0,0.0,0.0,0.0,148.3,25.21,181.6,15.44,155.6,104.0,8.3,6.0,3
136.0,0.0,1.0,24.0,174.6,29.68,176.6,15.01,214.4,91.0,8.8,5.0,2
75.0,0.0,0.0,0.0,138.5,23.55,153.2,13.02,215.6,103.0,11.1,7.0,1
146.0,0.0,0.0,0.0,109.0,18.53,265.8,22.59,228.3,80.0,12.6,2.0,1
